# gulf dialect overlay — merged from dictionaries/gulf/*.tsv
# columns: text<TAB>freq(200-255) — applied at runtime by DialectOverlay.kt
يلا	254
بس	253
مره	254
مو	254
مب	246
موب	240
مهب	232
ماني	238
مانيب	222
ابي	252
ابغى	248
ابا	238
تبي	246
تبين	234
تبون	228
يبي	240
نبي	228
نبغى	220
ما ابي	236
ما ابغى	226
ودي	248
ودك	238
وده	226
ودها	218
ودنا	222
نفسي	232
انا	254
انت	252
انتي	246
انتو	236
انتم	226
احنا	250
هو	244
هي	242
هم	236
يعني	252
عاد	246
عيل	238
اجل	240
انزين	246
زين	252
تمام	250
طيب	250
خلاص	251
ترا	248
ترى	244
اقول	246
ياخي	248
يالله	242
عشان	250
علشان	240
عسب	234
عشانك	228
عشاني	224
عشانه	218
كذا	252
جذي	234
زي	244
زي كذا	236
مثل	242
مثلك	222
مثلا	238
كنه	230
كأنه	234
كأن	222
وايد	250
واجد	246
حيل	244
كثير	240
شوي	250
شويه	242
شوي شوي	226
بعد	250
بالمره	230
توني	244
توه	238
تونا	228
توك	222
للحين	242
لين	238
عقب	240
عقبها	220
بعدين	242
يمكن	242
ممكن	246
اكيد	244
احتمال	226
تقريبا	228
غالبا	218
اصلا	240
ابد	244
ابدا	236
حتى	236
حتى لو	228
الا	236
والا	240
ولا	244
ولو	226
لو	244
اذا	244
لازم	248
المفروض	238
مب لازم	224
مو لازم	228
راح	246
قد	232
ماقد	226
غير	236
بلا	232
بدون	234
بدال	224
بداله	216
حق	240
حقي	234
حقك	232
حقه	226
حقها	220
حقنا	218
مال	230
مالي	228
مالك	232
ماله	218
ويا	234
وياك	236
وياي	230
وياه	222
وياكم	220
وياها	216
معاي	240
معاك	238
معاه	228
معانا	226
معاكم	222
معاها	216
عندي	246
عندك	244
عندج	228
عنده	236
عندها	230
عندنا	234
عندهم	224
عندكم	222
بروحي	236
بروحك	228
بروحه	220
لحالي	226
لحاله	222
دام	228
مادام	230
خل	240
خلنا	238
خله	232
خلها	226
خلني	230
خلك	234
خلكم	218
صج	248
صدق	244
من صجك	230
جد	240
من جد	244
مافي	248
مافيه	238
فيه	246
ماكو	240
اكو	236
شي	248
كلشي	240
كل شي	244
اشياء	236
ولا شي	230
اي شي	236
هذي	244
ذا	236
ذي	232
ذاك	228
ذيك	222
هالشي	238
هالشكل	224
هالمره	228
هالكلام	222
كله	236
كلهم	230
كلنا	232
كلكم	222
كلها	228
بعض	230
واحد	238
وحده	230
اي	248
ايوه	244
ايه	234
لا	250
المهم	240
الزبده	232
طوالي	228
سيده	224
على طول	236
بالعكس	224
على الاقل	226
على راحتك	224
غصب	220
هالقد	228
قده	222
ياما	218
ياليت	236
مو كذا	228
مب كذا	220
بالضبط	228
يبيله	228
يبيلك	222
يبيلها	218
على كيفك	226
على كيفي	218
حلو	250
حلوه	244
حلوين	224
مره حلو	236
وايد حلو	228
مو حلو	224
زينه	234
زينين	220
مو زين	236
مب زين	226
كشخه	240
مكشخ	222
خقه	238
يخبل	240
تخبل	228
خيال	234
خرافي	236
اسطوري	224
فخم	230
فخمه	218
