# Gulf Arabic curated lexicon — category: religious
# columns: text<TAB>freq(200-255)
الحمدلله	254
الله	248
والله	252
والله العظيم	238
وربي	240
ورب الكعبه	222
يا رب	246
يارب	250
يا الله	224
ان شاء الله	252
انشالله	246
ان شالله	230
ما شاء الله	244
ماشالله	242
تبارك الله	228
تبارك الرحمن	218
سبحان الله	238
استغفر الله	240
استغفرالله	232
لا اله الا الله	238
لا حول ولا قوه الا بالله	226
الله اكبر	236
الله كريم	234
الله يستر	236
توكلت على الله	224
توكل على الله	226
بسم الله	238
الله يعينك	236
الله يعين	230
الله يسهل	234
الله يسهل امرك	222
الله يوفقك	238
الله يوفقكم	224
الله يحفظك	234
الله يحفظكم	220
الله يخليك	240
الله يخليكم	224
الله لا يحرمنا منك	220
الله يشفيك	232
الله يشفيه	224
الله يشفيها	218
شفاه الله	216
الله يرحمه	236
الله يرحمها	228
الله يرحمهم	222
البقاء لله	224
عظم الله اجركم	228
احسن الله عزاكم	222
شكر الله سعيكم	216
انا لله وانا اليه راجعون	220
الله يجزاك خير	238
جزاك الله خير	236
يجزاك خير	230
جزاكم الله خير	220
الله يكتب اجرك	218
الله يهديك	232
الله يهديه	222
هداك الله	216
الله يهدينا	218
الله يعزك	228
الله يكرمك	226
الله يرزقك	224
الله يرزقنا	216
الله يسامحك	226
ربي يحفظك	222
ربي يسعدك	224
الله يسعدك	234
الله يسعدكم	222
الله يسعد ايامك	216
الله يطول بعمرك	220
الله يبارك فيك	230
الله يبارك فيكم	218
بارك الله فيك	224
عساه خير	226
عسى خير	230
الله يجعله خير	224
خير ان شاء الله	222
اللهم امين	234
امين	238
امين يا رب	228
اللهم صل على محمد	230
صلوا على النبي	226
عليه الصلاه والسلام	218
صلى الله عليه وسلم	224
الجمعه مباركه	228
جمعه مباركه	232
جمعه طيبه	220
رمضان كريم	230
رمضان مبارك	224
مبارك عليكم الشهر	226
تقبل الله طاعتكم	216
الله وكيلك	228
بالله	230
بالله عليك	228
قسم بالله	226
اقسم بالله	238
حسبي الله ونعم الوكيل	216
لا قدر الله	224
بعيد الشر	218
يا ساتر	226
استر يا رب	216
الحمدلله على كل حال	228
الحمدلله رب العالمين	220
دعواتك	236
ادعيلي	230
ادعيلك	222
ادعوا لي	216
لا تنسانا من دعواتك	216
اصلي	228
صليت	232
الصلاه	230
صلاه الجمعه	218
اذان	224
الاذان	220
مسجد	228
المسجد	224
الجامع	218
قران	224
القران	220
دعاء	226
اذكار	218
استغفار	216
اجر	222
حسنات	216
صدقه	220
صايم	226
الصيام	216
افطرت	220
الافطار	226
سحور	224
السحور	218
تراويح	220
العمره	226
عمره	222
الحج	224
الله يتقبل	222
تقبل الله	218
الله يحميك	224
الله لا يغير عليك	216
