# Egyptian Arabic curated lexicon — category: timeplace
# columns: text<TAB>freq(200-255)
دلوقتي	254
النهارده	250
بكره	248
امبارح	246
هنا	244
بعدين	240
الصبح	240
دلوقت	240
بالليل	238
زمان	236
بسرعة	236
فوق	234
بكرة	234
كل يوم	234
بعد كده	234
تحت	232
بره	232
قدام	232
النهاردة	232
بدري	232
من زمان	232
يوم	232
بعد شوية	232
ورا	230
كمان شوية	230
الساعة	230
ثواني	230
مصر	230
جنب	228
حالا	228
ساعة	228
قريب	228
بالراحة	228
الضهر	228
جوه	226
هناك	226
يوم الجمعة	226
بعيد	226
الليلة	226
قبل كده	226
بعد بكره	226
الشارع	226
متأخر	226
دقيقة	226
الاول	226
على مهلك	224
البلد	224
نص ساعة	224
المرة دي	224
الجمعة	224
ثانية	224
الاسبوع الجاي	224
يومين	224
المغرب	224
من شوية	224
العصر	222
في الطريق	222
طول الوقت	222
انا تحت	222
القاهرة	222
الخميس	222
الاسبوع	222
لسه بدري	222
خمس دقايق	220
في السكة	220
وقتها	220
يمين	220
الجامع	220
اول مرة	220
ساعتين	220
الليل	220
كل شوية	220
السبت	220
الحد	218
دقايق	218
وسط البلد	218
تحت البيت	216
طول اليوم	218
كل مرة	218
المرة الجاية	218
في الاخر	218
الليلة دي	218
شمال	218
الشهر	218
الموقف	218
عالصبح	218
الجيزة	216
السنة	216
الاتنين	216
الاسبوع اللي فات	216
اخر مرة	216
ايام زمان	216
اول امبارح	216
من بدري	216
الكافيه	216
اي وقت	216
ربع ساعة	216
المستشفى	216
المحطة	216
بعد الضهر	216
على اليمين	214
ساعتها	214
الميدان	214
النادي	214
السنة دي	214
الشهر الجاي	214
المول	214
جاي في السكة	214
من امبارح	214
دقيقتين	214
في الاول	214
التلات	212
على الشمال	212
السينما	212
وانا جاي	212
مرة واحدة	212
ثانية واحدة	212
الكنيسة	212
السنة الجاية	212
نص الليل	212
الاربع	210
المنطقة	210
قريب اوي	210
لحد الاخر	210
النهارده بالليل	210
اخر الليل	208
