# Egyptian Arabic curated lexicon — category: greetings
# columns: text<TAB>freq(200-255)
ازيك	255
صباح الخير	250
السلام عليكم	248
اهلا	248
شكرا	248
معلش	246
صباح الفل	246
مبروك	244
باي	244
لو سمحت	244
مساء الخير	244
منور	242
تصبح على خير	242
وعليكم السلام	240
ازيك عامل ايه	240
اسف	240
صباح النور	240
سلام	240
تسلم	238
وحشتني	238
مع السلامة	238
الف مبروك	238
ميرسي	236
كل سنة وانت طيب	236
يلا باي	236
اهلا وسهلا	236
سلامتك	236
مساء النور	234
ولا يهمك	234
اتفضل	234
كله تمام	234
خلي بالك	234
اهلا بيك	234
حمدلله على السلامة	232
العفو	232
نورت	232
صباح الورد	232
تمام الحمدلله	232
عقبالك	232
من فضلك	232
وانت من اهله	232
واحشني	230
بالتوفيق	230
بعد اذنك	230
سوري	230
مساء الفل	230
تسلم ايدك	230
الف شكر	230
تصبحي على خير	230
تستاهل	228
صباحو	228
الله يبارك فيك	228
خد بالك من نفسك	228
اسفة	228
منورة	228
متزعلش	226
الف سلامة	226
متشكر	226
وانت طيب	226
لو سمحتي	226
ازيك يا باشا	226
مسا الخير	226
حقك عليا	224
سلامو عليكو	224
تسلم ايديك	224
وحشتيني	224
عيد ميلاد سعيد	224
باي باي	222
كويس الحمدلله	222
سامحني	222
شكرا جدا	222
تسلمي	222
اهلا اهلا	222
ازيكو	222
اشوفك على خير	222
كل سنة وانتي طيبة	222
اتفضلي	222
يلا سلام	220
حمدلله عالسلامة	220
مبروك عليك	220
نعيما	220
خلي بالك من نفسك	220
شكرا ليك	220
تصبحوا على خير	220
منورين	220
الف سلامة عليك	218
بعتذر	218
سلامات	218
ميرسي اوي	218
نورتنا	218
واحشاني	218
تشرفنا	218
مساء الورد	218
سلام عليكم	218
يا اهلا	216
متشكر اوي	216
بعد اذنكم	216
وانتي من اهله	216
الف الف مبروك	216
حمدالله على السلامة	216
وحشتونا	216
يسعد صباحك	216
انت كويس	216
صباح الخيرات	216
اهلا بيكي	216
فرصة سعيدة	214
متشكرة	214
الله يبارك فيكي	214
سلملي عليهم	214
انت واحشني	214
شرفتنا	214
صباح الجمال	214
موفق	214
اشوفك بكره	214
الحمدلله كويس	214
ازي حضرتك	214
يسعد مساك	212
متزعليش	212
وحشتنا	212
اتفضلوا	212
تحياتي	212
عقبال عندك	212
ليلة سعيدة	212
عامل ايه يا باشا	212
نهارك سعيد	210
متشكرين	210
شكرا ليكي	208
