# Levantine (Syrian) curated lexicon — category: verbs
# columns: text<TAB>freq(200-255)
بدي نام	228
بدي روح	228
بدي شوفك	220
بدي اسألك	212
بعرف	246
ما بعرف	248
بتعرف	236
بتعرفي	214
بيعرف	218
منعرف	208
عرفت	230
بقدر	236
ما بقدر	234
بتقدر	224
بيقدر	212
فيك تجي	220
بحب	240
بحبك	246
بتحب	226
حبيت	230
حبيتو	216
بشوف	238
بشوفك	232
بتشوف	222
منشوف	238
شفت	248
شفتك	224
شفتي	216
شفتو	212
شفنا	214
شوف	242
شوفي	224
بشوفك بكرا	222
بروح	240
بتروح	218
بيروح	224
منروح	222
رحت	242
رحنا	222
راح	234
راحت	220
روح	238
روحي	237
رح روح	230
رح نروح	216
يلا نروح	224
لازم روح	220
بجي	236
بتجي	226
بيجي	230
منجي	210
جيت	238
جينا	216
اجا	238
اجت	220
اجو	212
تعا	244
تعي	228
تعو	214
رح اجي	234
رح يجي	218
بحكي	240
بتحكي	226
بيحكي	222
منحكي	234
منحكي بكرا	220
حكيت	224
حكيتلك	216
بحكيك	220
احكيلي	234
احكيني	230
عم احكي	228
عم بحكي	222
عم يحكي	214
عم تحكي	210
بقول	224
بيقول	222
بتقول	216
قلت	244
قال	240
قالت	234
قلنا	214
قلتلك	242
قلتلو	226
بقلك	228
قول	222
قولي	216
قلي	234
خبرني	230
خبريني	216
بخبرك	232
رح خبرك	212
صار	250
صارت	228
صرت	222
بيصير	236
ما بيصير	224
شو صار	240
بعمل	226
بتعمل	220
بيعمل	210
عملت	230
عمل	216
شو عم تعمل	232
شو عم تساوي	230
ساويت	222
بساوي	214
بشتغل	230
عم اشتغل	232
بيشتغل	210
بدرس	224
عم ادرس	226
درست	216
خلصت	238
خلصنا	222
بخلص	214
وصلت	244
وصل	226
وصلنا	226
وصلتي	216
بوصل	216
رجعت	230
رجع	222
برجع	226
طلعت	226
نزلت	214
بطلع	220
بنام	228
نمت	226
رح نام	234
ما نمت	210
نمتي	212
فقت	222
باكل	220
اكلت	222
بشرب	204
جعت	212
خود	230
خدي	216
اخدت	218
باخد	212
هات	226
عطيني	228
بعطيك	216
عطاني	206
حطيت	212
لقيت	222
عم دور	214
ابعت	225
ابعتلي	236
بعتلك	234
ببعت	210
رح ابعتلك	226
اكتب	212
بكتب	214
عم اكتب	218
كتبت	210
اسمع	232
اسمعي	210
سمعت	232
بسمع	212
استنى	230
استني	220
استنى شوي	224
عم استنى	214
خليك	234
خلي	224
خليني	224
خلينا نشوف	214
بفكر	228
عم بفكر	216
فكرت	210
بحس	230
حسيت	216
فهمت	232
فهمت عليك	222
ما فهمت	224
بتذكر	216
نسيت	236
بنسى	206
اشتقتلك	242
تعبت	228
مليت	214
عم امزح	228
بمزح	218
ضحكت	204
اتصلت فيك	212
رح اتصل فيك	216
دقلي	220
رد	224
رد عليي	222
جاوبني	214
طمني	216
طمني عنك	220
جرب	216
جربت	210
سألت	212
طلبت	212
رح اتأخر	216
تأخرت	220
افتح	204
