# Levantine (Syrian) curated lexicon — category: religious
# columns: text<TAB>freq(200-255)
والله	255
انشالله	254
ان شالله	250
يارب	250
يا رب	253
ان شاء الله	248
ماشالله	244
الله يرحمه	240
الحمد لله	240
امين	238
الله يبارك	238
الله كريم	238
إن شاء الله	238
والله العظيم	236
سبحان الله	236
بالتوفيق	235
الله يستر	234
استغفر الله	234
بسم الله	233
الله اكبر	232
ما شاء الله	231
امين يارب	230
الله اعلم	230
كل عام وانت بخير	230
الله كبير	230
انشاء الله	230
الله يرحمها	229
بالسلامة	229
الله يهديك	228
دعواتك	228
الله يسامحك	228
ما قصرت	228
تستاهل	228
لا اله الا الله	228
يا حرام	228
باذن الله	226
نشالله	226
الله وكيلك	226
الله يعينك	226
امين يا رب	226
بالله	226
حمدلله	225
آمين	224
صلو عالنبي	224
يا الله	224
بإذن الله	224
الله يسمع منك	224
ما شالله	223
يا لطيف	222
وحياة الله	222
وانت بخير	222
الله يحفظك	222
خير ان شالله	222
ياربي	222
لا حول ولا قوة الا بالله	222
الله يعين	220
انشالله خير	220
الله أكبر	220
ادعيلي	220
بالله عليك	220
لا سمح الله	220
عيد ميلاد سعيد	220
نيالك	218
حسبي الله ونعم الوكيل	220
البقية بحياتك	220
على الله	220
ماشالله عليك	220
يجزيك الخير	218
يا ساتر	218
بعيد عنك	218
توصل بالسلامة	218
تستاهل كل خير	218
الله يخليكي	218
الحمدلله على السلامة	218
توكلنا على الله	218
وانت من اهله	217
عقبالكن	216
الله يتقبل	216
الله يشفيه	216
الله يفرجها	216
الله يبارك بعمرك	216
اللهم صل على محمد	216
ماشاء الله	216
يعطيك العافيه	216
الله يصبرك	216
حسبي الله	216
الله موجود	216
ألف مبروك	216
الله يرحمهم	216
ان شالله خير	215
موفق	214
الله يشفيك	214
عيد مبارك	214
الله يسلمكي	214
اللهم بارك	214
خيرها بغيرها	214
الله يسهل	214
الله يصبركم	214
الله يكون بعونك	214
يسعدلي قلبك	214
خير يا رب	214
يا رب العالمين	214
استغفر الله العظيم	214
يتربى بعزك	214
الحمدلله على كل حال	214
بعيد الشر	213
اجر وعافية	212
الله يرحم امواتك	212
لا قدر الله	212
بالنجاح	212
انا لله وانا اليه راجعون	212
استر يا رب	212
بسم الله الرحمن الرحيم	212
الله يعوض عليك	212
الله يتمم بخير	212
الله يهنيك	212
الله يحميكي	212
عظم الله اجركم	212
الله يحميه	210
الله يطول بعمرك	210
اللهم امين	210
بشرة خير	210
توكل على الله	210
اذا الله راد	210
العوض بسلامتك	210
الحمدلله رب العالمين	210
سلامة قلبك	210
الله يهديه	210
الله يفرح قلبك	210
الله يخليلك ياه	210
تقبل الله	210
سبحان الله وبحمده	209
حلال عليك	209
الله يعيننا	208
الحمدالله	208
الله ييسر	208
مشالله	208
رمضان مبارك	208
على بركة الله	208
الله يرزقك	208
الله يصلحك	208
ادعولي	208
تروح وترجع بالسلامة	207
طهور ان شالله	206
الله يجبر بخاطرك	206
بالرفاه والبنين	206
صيام مقبول	206
اللهم اجعله خير	205
الله يحميها	205
مليون مبروك	205
تبارك الله	204
أستغفر الله	204
الله يستجيب	204
الله يفتحها بوجك	204
