# Iraqi Arabic curated lexicon — category: timeplace
# columns: text<TAB>freq(200-255)
اليوم	250
البارحة	246
باجر	250
بعد باجر	236
الصبح	242
بالصبح	236
من الصبح	232
الظهر	238
بالظهر	230
العصر	236
المغرب	234
الليل	238
بالليل	240
الليلة	242
نص الليل	230
ساعة	240
نص ساعة	236
ربع ساعة	230
دقيقة	234
دقيقتين	228
دقايق	232
خمس دقايق	230
لحظة	234
يومين	232
اسبوع	234
الاسبوع الجاي	232
الاسبوع الفات	228
شهر	232
الشهر الجاي	228
الشهر الفات	224
سنة	232
السنة	226
السنة الجاية	222
الجاي	236
الفات	230
من زمان	242
زمان	240
ايام زمان	228
قبل شوية	238
بعد شوية	236
على طول	240
توني	242
توك	234
تونا	226
متأخر	230
تأخرت	234
تأخرنا	226
اهنا	238
هناك	234
قدام	240
ورا	238
وراك	230
وراي	226
يمي	232
يمك	234
يم البيت	224
فوك	236
جوه	232
بره	234
جوا	230
سيدا	230
صوب	236
هذا الصوب	226
ذاك الصوب	224
صوب البيت	228
شارع	232
الشارع	230
شارعنا	224
منطقة	230
المنطقة	226
محلة	232
محلتنا	224
بغداد	240
البصرة	232
الموصل	230
اربيل	228
كربلا	228
النجف	226
العراق	238
عراقي	236
عراقية	228
جامع	230
حسينية	226
مول	230
المول	226
مطعم	232
كازينو	224
مقهى	222
كافيه	228
حديقة	226
دائرة	228
الدائرة	224
مطار	228
محطة	224
كراج	230
موقف	224
جسر	226
ساحة	224
فلكة	226
شقة	226
بالطريق	236
الجمعة	236
الخميس	232
السبت	228
شتوية	224
صيفية	226
العصرية	222
الفجر	228
عالصبح	224
هذا الوقت	222
وكت	234
الوكت	228
ماكو وكت	230
عندك وكت	224
فد يوم	232
فد مرة	234
مرة وحدة	224
هالمرة	230
هالايام	232
هالاسبوع	224
هالسنة	220
اول امس	226
العام الفات	218
قبل يومين	224
